SEX,EDUCATION,MARRIAGE,AGE,max_backlog_month,balance_to_credit,default payment next month
female,2,married,28,2,0.97824375,1
female,2,married,29,0,0.103525,0
female,1,single,28,0,0.5781421052631579,0
female,1,single,28,1,0.0,1
female,2,married,28,2,0.16826521739130434,1
female,1,married,29,-2,0.018196774193548388,0
female,2,single,29,0,0.5806230769230769,0
female,1,single,29,1,0.00789,0
female,1,single,29,0,0.293335,0
female,2,single,28,0,0.308795,0
female,2,single,28,0,0.56258,0
female,3,single,28,0,1.06656,1
female,1,single,29,0,0.80996,0
female,2,married,29,0,0.7587625,0
female,2,single,29,0,0.10139,0
female,2,single,28,-1,0.005465217391304348,0
female,1,single,29,0,0.04845652173913043,0
female,2,married,28,2,0.8957541666666666,1
female,2,married,30,0,0.88706,0
female,2,married,30,0,0.01248,0
female,1,single,29,0,0.11169,0
female,2,single,29,2,1.4016666666666666,1
female,2,single,31,0,0.38788,0
female,2,single,31,0,0.26145,0
female,1,married,30,2,0.6849181818181819,0
female,1,single,28,-2,0.05149,0
female,1,single,29,-2,0.03656,0
female,1,single,29,0,0.57198,0
female,2,others,29,2,0.1792125,0
female,2,single,29,2,0.19176511627906978,1
female,2,others,29,0,0.0489,0
female,2,single,29,-1,0.007570588235294118,0
female,2,single,29,0,0.52308,0
female,2,single,26,0,0.08418809523809524,0
female,2,single,26,3,0.6491375,1
female,1,single,27,-1,0.14908260869565218,1
female,2,single,29,0,0.22467407407407408,0
female,1,single,28,0,0.11215,0
female,2,single,28,2,0.43179545454545454,0
female,3,single,24,0,0.5429888888888889,0
female,2,single,23,2,0.83354,0
female,5,single,22,2,0.59355,0
female,1,single,24,1,0.03235,0
female,1,single,22,2,0.077125,0
female,2,married,23,0,0.5708083333333334,0
female,1,single,23,0,0.3249,0
female,2,married,42,-2,0.03973,0
female,2,single,25,2,1.0203333333333333,0
female,2,single,24,0,0.96884375,0
female,1,single,24,0,0.27306,0
female,1,single,25,0,0.22881739130434783,0
female,1,single,28,0,0.5813,0
female,1,married,26,2,0.01136,0
female,2,married,29,0,0.8969714285714285,0
female,1,single,29,-2,0.13836666666666667,1
female,1,single,29,0,0.3821333333333333,0
female,2,single,29,-1,0.003738888888888889,0
female,1,single,29,2,0.30934,0
female,2,single,29,-1,0.05872,0
female,1,single,29,2,0.007071875,0
female,2,single,29,-2,0.001804,0
female,1,single,30,-2,0.026927777777777776,0
female,2,married,30,2,0.06508214285714285,1
female,2,married,30,0,0.10702142857142857,0
female,2,married,30,2,0.03157,0
female,1,single,30,2,0.13655925925925927,0
female,1,married,30,0,0.018717391304347825,0
female,1,single,29,1,0.02801904761904762,0
female,1,single,29,0,0.03819411764705882,0
female,1,single,29,-2,0.001565217391304348,0
female,2,single,29,0,0.5311233333333333,0
female,3,single,29,-1,0.024153333333333332,0
female,1,single,29,1,0.0,0
female,2,single,29,2,0.8806909090909091,1
female,1,others,30,2,0.040286666666666665,0
female,1,single,27,0,0.95718,0
female,1,single,27,2,0.008658823529411764,0
female,2,single,27,0,0.12957142857142856,0
female,2,single,28,2,0.96218,1
female,2,single,30,2,0.091615,0
female,1,single,28,0,0.27686,0
female,2,single,31,0,0.9812222222222222,0
female,2,married,33,0,0.990825,0
female,2,married,27,0,0.634525,1
female,3,married,29,0,0.92142,0
female,2,married,28,-2,0.046967857142857145,0
female,2,single,28,2,0.5755533333333334,1
female,2,single,27,0,0.005325806451612903,1
female,2,single,27,-1,0.04938571428571428,0
female,1,single,27,-2,0.069365,0
female,1,single,28,0,0.13041,0
female,2,married,28,-2,0.17327,0
female,2,married,28,2,0.80875,0
female,3,married,29,-2,0.0983,0
female,3,single,29,-2,0.009186111111111112,0
female,2,single,28,0,0.08502068965517241,0
female,1,single,28,-2,0.0216,0
female,1,single,29,0,0.11601428571428571,0
female,1,single,29,0,0.4308,0
female,3,married,29,0,0.980785,0
female,2,single,30,0,1.101815,0
female,1,single,31,-2,0.04346666666666667,0
female,2,married,31,0,1.0224,1
female,1,single,30,-1,0.05552666666666667,0
female,1,single,29,1,0.0066521739130434784,0
female,1,single,29,0,1.0386428571428572,0
female,1,married,29,0,0.22659555555555555,0
female,2,single,29,0,0.8931625,0
female,2,single,30,0,0.7731631578947369,0
female,2,married,31,0,0.87192,0
female,2,married,31,0,0.8115333333333333,0
female,1,single,31,0,0.05115,0
female,1,single,27,2,0.128884375,1
female,2,married,24,0,0.86595,0
female,2,single,25,2,0.9895285714285714,1
female,2,single,25,0,0.9447944444444445,0
female,2,single,23,0,0.8682333333333333,0
female,1,single,24,2,0.9861818181818182,0
female,2,single,24,0,0.09838,0
female,2,single,31,-1,0.1117,0
female,2,single,29,0,1.44671,0
female,1,single,27,-1,0.04829,0
female,1,single,29,2,0.01946,1
female,2,married,27,0,0.9776666666666667,0
female,2,married,27,0,0.2166875,0
female,1,single,26,0,0.035726666666666664,0
female,1,single,27,0,0.9614,1
female,1,single,26,0,1.32978,0
female,1,single,26,0,0.19238,0
female,1,single,29,0,0.067972,0
female,1,single,28,0,0.2646173913043478,0
female,1,single,29,-2,0.02885625,0
female,1,married,31,-2,0.09278888888888889,0
female,2,married,30,0,0.072685,0
female,1,single,29,2,0.7705538461538461,0
female,1,single,28,0,0.9068125,0
female,1,single,28,-2,0.0090125,0
female,1,married,28,0,0.16298974358974358,0
female,2,single,31,2,0.018535,1
female,2,married,30,0,0.37616666666666665,0
female,3,single,31,3,0.05448,0
female,2,single,31,0,0.39030555555555557,0
female,3,single,32,0,0.820085,0
female,2,married,32,2,0.8072611111111111,0
female,1,single,31,0,0.125756,0
female,1,single,29,0,0.2731388888888889,0
female,2,married,32,0,0.94434,0
female,1,married,33,0,0.8591272727272727,0
female,2,married,31,-2,0.0,0
female,1,single,29,0,0.074128,0
female,3,married,30,-1,0.02812,0
female,2,single,30,-1,0.00662,0
female,2,single,31,0,0.12206666666666667,0
female,1,single,31,-1,0.23063333333333333,0
female,1,single,24,2,0.7055,0
female,3,single,22,2,0.6998,0
female,2,single,25,0,0.23277777777777778,0
female,2,single,25,2,0.9692666666666667,1
female,3,single,25,0,0.4481428571428571,0
female,2,married,25,0,0.9324625,1
female,2,single,25,0,0.28191666666666665,1
female,3,single,26,2,0.08061666666666667,0
female,2,single,27,-2,9.523809523809523e-06,0
female,1,single,27,-2,0.0,1
female,1,single,29,0,0.35406363636363636,0
female,1,single,29,0,0.03529411764705882,0
female,3,single,29,-2,0.008444,1
female,1,single,29,2,0.06161666666666667,1
female,2,single,30,-2,0.0008928571428571428,0
female,2,married,31,0,0.94327,0
female,1,single,31,-2,0.01588888888888889,0
female,1,single,31,1,0.0,0
female,1,single,31,0,0.7244214285714285,1
female,2,single,29,-1,0.003535,0
female,2,married,31,0,0.3400076923076923,0
female,2,single,30,-2,0.06444333333333334,0
female,1,single,29,2,0.194925,1
female,1,single,30,0,0.16653181818181817,0
female,1,single,30,0,0.011323076923076924,1
female,1,single,29,-1,0.11980666666666667,0
female,1,single,33,0,0.9131,0
female,1,single,33,0,0.8672739130434782,0
female,2,married,28,0,0.2942888888888889,0
female,2,single,29,0,0.13882962962962964,0
female,4,single,30,0,1.0429894736842105,0
female,3,single,30,0,0.4583,0
female,1,single,28,-1,0.03512173913043478,1
female,3,married,29,0,0.38644285714285714,0
female,2,single,29,-2,0.001938,0
female,2,married,30,0,0.90392,1
female,1,single,29,0,0.9714227272727273,1
female,2,married,30,-1,0.013419047619047619,0
female,2,married,30,0,0.2666423076923077,0
female,1,single,29,0,0.028635714285714285,0
female,1,single,30,-1,0.0025,0
female,3,married,29,2,1.0103,1
female,2,married,30,2,0.039,1
female,2,married,32,2,0.02366,0
female,1,single,30,3,1.0315375,1
female,2,single,31,2,0.2966111111111111,1
female,2,married,32,2,0.9413,1
female,3,married,32,2,1.0157666666666667,0
female,1,single,29,0,0.8922142857142857,0
female,2,married,29,0,0.356765,0
female,2,single,29,0,0.7598357142857143,0
female,2,married,29,0,0.987323076923077,0
female,1,single,30,0,0.47264375,0
female,1,married,29,0,0.0247875,0
female,1,single,29,0,0.7297461538461538,0
female,1,single,29,1,0.091715,1
female,1,single,30,-2,0.013303125,0
female,2,married,30,0,0.1655875,0
female,2,single,30,0,0.1983948717948718,0
female,1,married,29,0,0.32498,0
female,2,married,30,0,0.94145,0
female,2,single,31,0,0.0190575,0
female,2,married,27,2,0.123,1
female,3,married,27,-1,0.003933333333333333,0
female,2,single,27,0,0.88025,0
female,2,single,27,0,0.6752,0
female,1,single,30,2,0.35348,0
female,2,married,30,0,0.958195,0
female,2,single,30,2,0.8032866666666667,0
female,3,married,30,-1,0.03195,0
female,2,married,30,-1,0.015925,0
female,3,married,30,2,0.9959,1
female,1,single,31,2,0.013302857142857142,0
female,1,single,31,1,0.001776271186440678,0
female,1,single,30,1,0.0,0
female,4,single,27,-2,0.0,0
female,1,single,27,0,0.42883,0
female,2,married,28,0,0.01885416666666667,0
female,1,single,28,-1,0.08857058823529412,0
female,2,single,30,0,0.05661914893617021,0
female,1,single,30,0,0.46664545454545453,0
female,3,single,24,0,0.9242,1
female,2,single,24,1,0.656875,0
female,1,single,24,1,-0.00078,0
female,2,single,25,0,0.27396875,0
female,1,single,27,0,0.4604909090909091,0
female,3,single,28,2,0.7130333333333333,0
female,1,single,30,0,0.017994871794871796,0
female,2,married,30,-2,0.0929611111111111,1
female,1,single,29,0,0.14612,0
female,1,married,29,0,0.0387475,0
female,1,single,29,2,1.0280909090909092,0
female,1,single,28,0,0.19720833333333335,0
female,2,single,28,0,0.029295,0
female,2,married,25,0,0.5706416666666667,0
female,2,single,25,0,0.5845185185185185,0
female,1,single,25,0,0.056396,0
female,2,married,25,0,0.4401538461538462,0
female,1,single,26,-1,0.0920103448275862,0
female,2,single,26,0,0.3649142857142857,0
female,2,single,26,2,0.076525,0
female,1,single,28,2,0.07445,0
female,1,married,30,-1,0.17347058823529413,0
female,1,single,28,-1,0.11395555555555556,0
female,1,single,28,-2,0.13855357142857141,0
female,2,single,28,0,0.2566816326530612,0
female,2,single,31,-1,0.05731666666666667,0
female,1,married,31,0,0.47074,0
female,1,single,32,2,0.8445342857142857,0
female,2,married,30,0,0.2564125,0
female,1,single,31,-1,0.09221515151515151,0
female,2,married,31,1,0.12335,0
female,2,single,32,0,0.26966666666666667,0
female,2,single,32,-2,0.01883,0
female,2,married,28,-2,0.0,0
female,1,single,29,-2,0.174855,0
female,2,single,31,-2,0.28055555555555556,0
female,2,married,30,2,0.17103,0
female,2,single,26,0,0.94212,0
female,1,single,27,0,0.004493103448275862,0
female,2,married,31,0,0.76858,0
female,2,single,32,2,0.1359,1
female,2,single,32,0,0.4419,0
female,1,married,32,0,0.061095,0
female,2,single,32,0,0.943975,0
female,1,single,29,0,0.24457931034482758,0
female,2,married,29,0,0.63828,0
female,2,single,29,-1,0.012066666666666667,0
female,1,single,27,0,0.5082388888888889,0
female,2,married,32,0,1.256997619047619,0
female,3,married,29,2,0.5167,1
female,1,single,31,2,0.024456521739130436,0
female,2,single,27,2,0.143,0
female,2,single,28,0,0.20174090909090908,0
female,1,single,29,0,0.7560791666666666,0
female,2,single,31,-2,0.0010714285714285715,0
female,1,single,32,-2,0.070225,0
female,1,single,30,-2,0.020529268292682926,0
female,2,married,34,0,0.38947857142857145,0
female,2,single,30,0,1.43225,0
female,2,single,29,0,0.7288676470588236,0
female,1,single,29,-1,0.03485714285714286,1
female,1,single,30,2,0.9995411764705883,1
female,1,single,30,0,0.9560310344827586,0
female,2,single,31,0,0.012844444444444445,0
female,1,married,32,0,0.30019032258064515,1
female,2,single,32,0,0.021778,0
female,1,single,33,2,0.941084,1
female,1,single,33,-2,0.165756,0
female,2,married,33,0,0.89825,0
female,2,single,30,0,0.12142777777777777,0
female,1,single,30,0,0.190559375,0
female,2,married,30,0,0.8519692307692308,0
female,3,single,30,-1,0.00752,0
female,1,single,27,0,0.3062578947368421,0
female,1,single,27,0,0.123175,0
female,5,married,28,0,0.8815615384615385,0
female,2,single,28,2,0.99304,1
female,1,single,28,1,-0.04894,0
female,2,married,28,0,0.4575388888888889,0
female,1,single,26,0,0.8816666666666667,0
female,2,single,27,0,0.7176086956521739,0
female,2,single,29,0,0.2023,0
female,2,married,30,0,0.14710277777777778,0
female,3,married,28,0,0.9413333333333334,0
female,1,married,34,-2,0.0,1
female,2,single,37,0,0.7666,0
female,2,single,35,0,0.91335,1
female,2,married,35,0,0.6453,0
female,2,single,37,2,0.55756,0
female,2,married,37,2,0.8914833333333333,1
female,3,single,37,2,0.69155,0
female,2,single,39,2,0.8837307692307692,0
female,3,single,36,0,0.93658,0
female,2,married,36,0,0.1619057142857143,0
female,2,married,40,0,0.22001904761904761,0
female,2,single,23,2,0.9166,0
female,2,married,34,2,1.02455,0
female,1,married,33,0,0.866425,0
female,2,single,33,0,0.8771909090909091,1
female,1,single,40,-2,0.004344444444444444,0
female,3,single,37,-1,0.0055,0
female,2,married,33,-1,0.4,0
female,2,married,34,0,0.04647222222222222,0
female,2,single,35,0,0.35313684210526314,0
female,1,single,35,2,0.1716,0
female,2,married,35,2,0.4596777777777778,0
female,1,single,39,0,0.18433478260869565,0
female,3,married,47,-2,0.0,0
female,3,married,36,2,1.15335,1
female,3,single,45,0,0.4156166666666667,0
female,1,single,38,2,0.7536388888888889,0
female,2,married,38,0,0.9661483870967742,0
female,2,single,37,-1,0.0049357142857142855,0
female,3,single,38,2,0.3801,0
female,2,married,38,0,0.32755384615384614,0
female,2,married,36,-1,0.006827777777777778,0
female,2,single,36,0,0.7499,0
female,3,married,46,2,0.1455375,1
female,2,married,36,2,1.0267333333333333,0
female,1,single,36,-2,0.0,1
female,3,single,38,0,0.07880714285714285,0
female,1,married,37,-2,0.011714285714285714,0
female,2,married,42,0,0.91568,0
female,2,single,44,0,0.3523,0
female,2,married,41,0,0.17879166666666665,0
female,2,single,38,0,0.204675,0
female,2,others,36,0,0.9303111111111111,0
female,2,others,44,0,0.8376,0
female,1,married,44,2,0.8939722222222222,0
female,3,married,31,0,0.977155,0
female,2,married,31,0,0.3409309523809524,0
female,2,married,31,0,0.1550925925925926,0
female,3,married,49,0,0.8793,0
female,1,married,41,0,0.9411,0
female,2,married,36,2,0.10418235294117648,0
female,2,married,42,0,0.2957470588235294,0
female,6,single,40,0,1.0742133333333332,1
female,2,single,38,4,1.08845,0
female,2,married,40,0,0.897475,0
female,2,married,41,2,0.42638,1
female,3,single,44,0,0.402566,0
female,2,married,36,2,0.243325,1
female,2,married,48,0,0.06122857142857143,0
female,2,married,44,0,0.9455333333333333,1
female,3,married,48,2,0.18114285714285713,1
female,3,married,49,0,0.9057,1
female,3,married,45,-1,0.013171428571428572,0
female,2,married,39,3,0.626785,1
female,3,married,42,0,0.4149777777777778,0
female,3,single,44,2,0.1071,0
female,2,married,41,-2,0.02611153846153846,0
female,2,married,36,1,0.23131,0
female,5,single,36,1,0.009773333333333334,0
female,3,single,44,2,0.56582,1
female,2,married,31,2,0.0124,0
female,1,single,34,0,0.18700625,0
female,4,married,36,-2,0.03502,0
female,1,married,38,-1,0.0791875,0
female,3,married,39,0,0.08620967741935484,0
female,3,married,46,-1,0.06678,0
female,2,married,43,0,0.73025,0
female,3,married,41,0,0.20060208333333332,0
female,2,single,35,0,0.02256,0
female,3,married,45,0,0.142,0
female,1,single,30,0,0.008696666666666667,0
female,2,married,34,1,0.0,0
female,2,married,35,0,0.15214,1
female,3,married,39,0,0.95016,0
female,3,married,40,0,0.9619909090909091,0
female,3,married,49,2,0.2862142857142857,1
female,3,others,46,0,0.38256,0
female,3,married,32,0,0.69474,1
female,2,married,46,0,0.39693181818181816,0
female,2,single,38,-1,0.00828,0
female,2,married,37,0,0.37947142857142857,0
female,2,married,33,-1,0.046683333333333334,0
female,1,single,33,0,0.1872,0
female,2,single,44,3,0.41714,1
female,2,single,32,0,0.9537461538461538,1
female,2,single,33,0,0.08136923076923076,1
female,1,married,33,-2,0.008803225806451613,1
female,2,married,37,2,0.7520833333333333,1
female,2,single,40,-1,0.23764166666666667,0
female,2,married,41,0,0.031215,0
female,3,married,45,-2,0.03345,0
female,2,married,40,0,0.5852166666666667,0
female,2,married,40,2,0.91370625,0
female,2,married,34,0,0.9285045454545454,0
female,2,married,46,0,0.014556666666666667,0
female,2,single,32,0,0.98075,0
female,2,married,37,0,0.8882166666666667,0
female,2,married,43,0,0.8122375,0
female,3,single,43,0,0.4192,0
female,3,others,40,-1,0.6298666666666667,0
female,1,married,36,-2,0.009288,0
female,3,married,40,2,0.096775,1
female,2,single,35,0,0.15973333333333334,0
female,2,married,34,2,0.95925,0
female,1,single,37,2,0.009142857142857144,1
female,1,single,38,0,0.19640526315789475,0
female,2,married,33,-1,0.016086,0
female,4,married,43,-2,0.008176,0
female,3,single,47,0,0.04145,0
female,3,single,35,-2,0.0746,0
female,1,married,40,2,0.35123333333333334,0
female,5,single,46,0,0.49941363636363634,0
female,3,married,49,0,0.9068666666666667,0
female,2,married,45,0,0.8383470588235294,0
female,1,married,36,0,0.0602,0
female,1,married,40,0,0.0388,1
female,2,married,37,0,0.92845,0
female,2,married,48,2,0.8777230769230769,1
female,2,married,41,0,0.92464,1
female,1,married,31,2,0.09279333333333334,0
female,2,single,33,0,0.38875714285714286,0
female,2,married,46,2,0.09237692307692308,0
female,2,married,45,0,0.88374,0
female,2,single,40,2,0.09533846153846154,1
female,2,single,47,1,0.003325,1
female,1,married,48,-1,0.017835,1
female,1,single,31,1,0.028175,0
female,1,single,32,0,0.08785555555555556,0
female,2,married,33,-2,0.0053972222222222225,1
female,1,single,34,0,0.08347619047619048,0
female,1,married,35,2,0.019688888888888888,0
female,3,married,35,3,0.69398,0
female,1,married,34,-2,0.03129166666666667,1
female,3,married,35,0,0.6689875,0
female,1,married,38,1,0.0,0
female,2,married,32,2,1.00605,1
female,4,married,32,0,0.7325388888888889,0
female,2,married,34,-1,0.008065217391304348,0
female,2,married,43,0,1.026875,0
female,2,married,42,-1,0.034777777777777776,0
female,3,married,30,0,0.14788,0
female,1,single,36,1,0.001875,1
female,2,single,47,-1,0.01923888888888889,0
female,2,single,30,0,0.722425,0
female,1,single,30,0,1.0975217391304348,0
female,1,single,31,-2,0.13396388888888888,0
male,1,single,31,-2,0.05202,0
male,2,single,30,2,0.61225,0
male,1,single,31,-2,0.004403571428571429,1
male,2,married,32,2,0.67142,0
male,1,single,31,0,0.48238888888888887,0
female,1,married,34,0,0.0009958333333333334,1
female,1,married,44,0,0.670556,0
female,2,married,48,-1,0.02498888888888889,0
female,2,married,43,0,0.04883030303030303,0
female,1,single,37,0,0.9960404761904762,0
female,2,married,33,0,0.2161,0
female,2,single,34,-1,0.014323529411764705,0
female,1,married,48,-1,0.3151,0
female,3,single,31,0,0.936415,0
female,2,married,32,0,0.2571434782608696,0
female,4,single,31,2,0.035633333333333336,0
female,1,single,37,-2,0.1246125,0
female,2,married,49,-1,0.12144761904761905,0
female,1,single,35,0,0.22346,0
female,3,married,39,3,0.0016666666666666668,0
female,2,single,31,2,0.9790666666666666,0
female,1,married,34,0,0.9210413793103448,0
female,3,others,48,0,0.428625,0
female,1,married,46,0,0.9737277777777777,0
female,3,married,33,0,0.18281142857142857,0
female,2,others,41,0,0.0472125,1
female,3,single,36,0,0.2925904761904762,0
female,1,married,35,1,0.00775,0
female,1,married,40,-2,0.05852,0
female,2,married,41,0,0.7706461538461539,0
female,2,married,49,2,0.013770833333333333,0
female,3,married,40,0,0.2468787878787879,0
female,2,married,45,1,0.0048,1
female,3,married,41,-1,0.0064764705882352945,0
female,4,married,43,-2,0.01625,0
female,6,single,47,0,0.8993722222222222,1
female,2,single,36,-1,0.044169230769230766,0
female,2,married,43,-1,0.07390769230769231,0
female,2,single,38,0,0.05683333333333333,0
female,2,single,42,1,0.03931136363636364,0
female,2,married,43,-1,0.006638461538461538,0
female,1,married,38,2,0.9282,0
female,2,married,37,0,0.5024487179487179,0
female,2,married,45,0,0.4498615384615385,0
female,2,married,46,0,0.9324428571428571,0
female,3,married,30,2,0.759865,0
female,2,married,32,0,0.15136,0
female,1,single,32,-2,0.028445652173913042,0
female,3,married,33,-1,0.01972222222222222,0
female,1,single,37,0,0.8951428571428571,0
female,2,married,40,-2,0.007604,0
female,2,married,39,0,0.12276470588235294,0
female,2,single,34,0,0.02028125,0
female,1,single,36,2,0.2285125,1
female,3,single,49,1,0.060005,0
female,2,married,43,4,1.60855,1
female,2,single,44,0,0.9604153846153847,0
female,1,married,36,2,0.16195,0
female,3,married,41,0,0.9444444444444444,0
female,2,single,44,0,0.4236095238095238,0
female,1,single,34,2,0.8889184210526315,0
female,2,married,35,0,0.16728,0
female,1,married,37,2,0.0,1
female,2,married,42,3,1.05005,0
female,3,married,38,-2,0.008425714285714286,0
female,5,married,41,1,0.00325,0
female,3,single,34,-2,0.277715,0
female,1,married,38,1,0.02785217391304348,0
female,1,married,43,-1,0.003391304347826087,1
female,2,married,38,0,0.56376,0
female,2,single,47,0,0.72829,0
female,3,married,45,0,0.06739565217391304,0
female,3,married,44,0,0.96068,0
female,1,single,34,0,0.23836666666666667,0
female,1,single,33,-2,0.007026923076923077,0
female,2,married,33,-1,0.012440625,1
female,2,married,49,0,0.86656,0
female,3,married,37,1,0.0,0
female,3,married,42,-2,0.15823809523809523,0
female,2,married,38,0,0.153866,0
female,2,married,34,0,0.8429977777777777,0
female,3,married,42,0,2.4580333333333333,1
female,2,married,47,2,0.50045,1
female,2,married,43,-1,0.0,0
female,2,single,35,0,0.03059375,0
female,1,single,37,0,0.453748,0
female,2,single,34,0,0.8434333333333334,0
female,2,married,34,0,0.023319444444444445,0
female,3,married,43,-2,0.03441388888888889,0
female,1,married,36,-2,0.13652,0
female,2,married,39,2,0.1452375,0
female,1,single,44,3,0.9365457142857143,1
female,3,married,45,-2,0.0196125,0
female,3,married,37,-1,0.02809285714285714,0
female,3,single,48,0,1.15078,0
female,3,married,40,-2,0.011691666666666666,0
female,3,married,41,-2,0.0,0
female,1,single,29,-1,0.03866111111111111,0
female,1,single,30,-2,0.013303846153846154,0
female,1,married,33,2,0.02526222222222222,0
female,3,married,33,0,0.9307285714285715,0
female,3,married,43,0,1.0655727272727273,1
female,3,married,39,0,0.01597,0
female,2,married,41,-2,0.0,0
female,2,married,36,0,0.5070857142857143,0
female,2,single,39,-1,0.005085,0
female,1,single,30,-2,0.0013695652173913043,0
female,3,single,31,0,1.4916,0
female,1,married,31,0,0.38867,0
female,2,single,31,0,0.9131933333333333,0
female,1,married,32,0,0.009095652173913043,0
female,2,single,32,-2,0.01168888888888889,0
female,1,single,33,-1,0.034855555555555556,0
female,1,married,42,0,0.04696170212765957,0
female,3,married,44,2,0.003671875,0
female,2,single,47,-2,0.049958333333333334,0
female,2,married,36,-1,0.09918333333333333,0
female,1,married,39,-2,0.011803225806451613,0
female,2,married,36,0,0.3493857142857143,0
female,2,married,43,-2,0.01794222222222222,0
female,2,married,30,2,0.0030952380952380953,0
female,1,single,33,-1,0.0071,1
female,2,single,38,-1,0.004608333333333333,0
female,1,married,33,2,0.90572,1
female,2,single,34,0,0.044564705882352944,0
female,3,married,38,2,1.0210714285714286,0
female,1,single,32,2,0.3656333333333333,0
female,2,married,32,1,0.0,1
female,1,single,32,0,0.5344111111111111,0
female,1,married,34,0,0.7197617647058824,0
female,2,married,35,0,0.735535,0
female,2,single,36,-2,0.049575,0
female,2,married,35,0,0.8,0
female,2,married,31,0,0.24599333333333334,0
female,1,single,46,2,0.808,1
female,2,married,41,0,0.550838,0
female,3,married,47,2,0.4789470588235294,0
female,2,single,34,0,0.032328,0
female,2,single,31,2,0.9693833333333334,0
female,2,single,34,0,0.098825,0
female,1,married,37,1,0.01393,0
female,2,single,31,-2,0.012391304347826086,0
female,3,married,36,-2,0.01345,0
female,2,married,36,0,0.007364285714285715,1
female,1,single,33,-1,0.012373333333333333,0
female,3,single,34,-2,0.0,1
female,3,married,35,0,0.472653125,1
female,2,married,30,0,0.9777763157894737,0
female,3,married,30,0,0.7937764705882353,0
female,1,married,41,-1,0.19716333333333333,0
female,3,single,44,-1,0.0467,0
female,2,married,36,0,0.8660416666666667,0
female,3,single,44,-2,0.0026,0
female,2,married,45,0,0.07388260869565218,0
female,5,single,35,0,0.11032413793103449,0
female,2,married,35,0,0.9524833333333333,0
female,2,single,35,0,0.96172,0
female,2,single,36,-1,0.07315925925925926,0
female,2,single,35,0,0.8914607142857143,0
female,2,married,38,3,0.0075,0
female,1,single,32,2,0.09371,0
female,1,single,31,1,0.0,0
female,4,married,44,-2,0.07400357142857143,1
female,5,married,38,-2,0.010646666666666667,0
female,2,married,40,2,0.011142857142857144,0
female,1,single,32,0,0.026027777777777778,0
female,1,single,33,0,0.8177684210526316,0
female,2,married,38,0,0.102034,0
female,3,married,47,2,1.0231315789473685,0
female,1,single,32,-2,0.020385714285714285,0
female,1,married,38,-1,0.21783333333333332,0
female,3,married,34,0,0.96734,0
female,1,single,32,1,0.06664893617021277,0
female,1,single,30,0,0.8768192307692307,0
female,1,single,30,0,0.2161142857142857,0
female,2,married,33,-1,0.47528947368421054,1
female,2,married,36,0,0.8983375,0
female,2,single,37,0,0.22406774193548387,0
female,1,single,40,2,0.14372,0
female,2,married,30,0,0.9535029411764706,1
female,2,single,31,0,0.213125,0
female,2,married,38,2,0.914156,0
female,2,married,34,-1,0.01662272727272727,0
female,3,married,46,1,0.47023333333333334,0
female,3,married,41,-2,0.16475238095238096,0
female,1,married,32,-1,0.15101714285714285,1
female,2,married,33,0,0.15854814814814816,0
female,2,single,34,0,0.99929,0
female,2,single,40,2,0.9503428571428572,1
female,3,married,45,2,0.06029090909090909,0
female,2,married,39,0,0.02408695652173913,1
female,2,married,35,0,0.17165,0
female,2,married,30,0,0.24057777777777778,0
female,3,single,37,-1,0.05321904761904762,0
female,1,married,40,3,0.005760869565217391,1
female,1,married,34,-2,0.0,0
female,2,single,35,-2,0.061405555555555554,0
female,3,married,36,-1,0.1112888888888889,0
female,2,married,26,0,0.2911409090909091,0
female,2,single,30,0,0.847335,0
female,2,single,36,-1,0.025094444444444444,1
female,2,married,39,-1,0.028302777777777777,0
female,1,single,38,0,0.055583870967741936,0
female,3,married,44,0,1.0703,1
female,1,single,32,0,0.10579,0
female,1,single,31,0,0.02065,0
female,3,single,36,0,0.98486,0
female,2,single,29,1,0.0,1
female,2,married,43,0,0.3943,1
female,2,single,36,0,0.28207857142857146,0
female,2,married,46,-2,0.14623333333333333,0
female,1,single,29,0,0.9859076923076923,1
female,2,others,30,0,0.8578214285714286,0
female,1,single,33,0,0.21035384615384614,0
female,1,married,41,-2,0.04948857142857143,0
female,3,married,44,0,0.90382,0
female,2,single,46,0,0.5537333333333333,0
female,2,married,45,0,0.2419,0
female,3,others,36,0,0.19185,0
female,3,married,46,-2,0.11441111111111112,0
female,2,married,39,0,0.918121052631579,1
female,3,married,40,2,0.16097,1
female,2,single,35,0,0.6800571428571428,0
female,2,single,33,3,1.07895,0
female,3,married,35,0,0.95685,1
female,1,single,36,-2,0.01115,0
female,2,married,36,2,0.8975727272727273,1
female,1,single,44,0,1.10425,0
female,1,married,34,0,0.455716,0
female,2,single,34,-2,0.011495,0
female,2,married,33,0,0.56585,1
female,1,single,30,0,0.9920176470588236,0
female,2,married,38,0,0.029853333333333332,0
female,2,married,37,-2,-1.388888888888889e-05,0
female,1,married,44,0,1.1538230769230768,0
female,1,single,30,0,0.08608823529411765,0
female,1,single,33,0,0.0518,0
female,1,single,38,-1,0.021235483870967742,0
female,1,married,35,0,0.36047222222222225,0
female,1,married,33,-1,0.1341,0
female,2,others,45,2,0.27713333333333334,1
female,1,single,31,0,0.10272666666666666,0
female,2,married,35,0,0.6332135135135135,0
female,2,single,31,0,0.33275,0
female,4,single,40,0,0.958365,0
female,3,married,42,0,0.12484,0
